							6566	3446020
4183930	186							
4183744	44							
4183700	1118							
4182582	643							
4181939	1414							
4180525	1114							
4179411	48							
4179363	167							
4179196	75							
4179121	147							
4178974	407							
4178567	1009							
4177558	79							
4177479	167							
4177312	220							
4177092	580							
4176512	1264							
4175248	471							
4174777	486							
4174291	1853							
4172438	296							
4172142	432							
4171710	443							
4171267	1553							
4169714	1772							
4167942	473							
4167469	1030							
4166439	1382							
4165057	1201							
4163856	1013							
4162843	104							
4162739	146							
4162593	203							
4162390	2780							
4159610	194							
4159416	1201							
4158215	379							
4157836	1713							
4156123	932							
4155191	3268							
4151923	2178							
4149745	516							
4149229	546							
4148683	753							
4147930	440							
4147490	89							
4147401	2080							
4145321	442							
4144879	101							
4144778	735							
4144043	4902							
4139141	1045							
4138096	87							
4138009	432							
4137577	1271							
4136306	304							
4136002	411							
4135591	660							
4134931	199							
4134732	883							
4133849	392							
4133457	321							
4133136	159							
4132977	423							
4132554	1516							
4131038	613							
4130425	1669							
4128756	389							
4128367	1744							
4126623	837							
4125786	1302							
4124484	1634							
4122850	999							
4121851	784							
4121067	1485							
4119582	367							
4119215	1026							
4118189	723							
4117466	166							
4117300	743							
4116557	2829							
4113728	328							
4113400	45							
4113355	2269							
4111086	608							
4110478	500							
4109978	572							
4109406	603							
4108803	1411							
4107392	106							
4107286	1858							
4105428	741							
4104687	217							
4104470	1507							
4102963	1336							
4101627	362							
4101265	763							
4100502	2248							
4098254	154							
4098100	1165							
4096935	1056							
4095879	939							
4094940	4207							
4090733	59							
4090674	3489							
4087185	620							
4086565	1250							
4085315	740							
4084575	1258							
4083317	1796							
4081521	1070							
4080451	1102							
4079349	484							
4078865	2425							
4076440	1112							
4075328	480							
4074848	1237							
4073611	2181							
4071430	715							
4070715	1096							
4069619	170							
4069449	837							
4068612	131							
4068481	1656							
4066825	922							
4065903	480							
4065423	1112							
4064311	535							
4063776	229							
4063547	890							
4062657	3972							
4058685	447							
4058238	76							
4058162	164							
4057998	1086							
4056912	746							
4056166	182							
4055984	328							
4055656	138							
4055518	27							
4055491	165							
4055326	201							
4055125	482							
4054643	1362							
4053281	42							
4053239	2045							
4051194	358							
4050836	1145							
4049691	722							
4048969	773							
4048196	88							
4048108	1189							
4046919	3767							
4043152	80							
4043072	2117							
4040955	355							
4040600	829							
4039771	1301							
4038470	1058							
4037412	129							
4037283	131							
4037152	1051							
4036101	430							
4035671	1700							
4033971	1411							
4032560	977							
4031583	713							
4030870	0							
4030870	292							
4030578	39							
4030539	842							
4029697	545							
4029152	247							
4028905	1447							
4027458	1843							
4025615	135							
4025480	818							
4024662	954							
4023708	461							
4023247	817							
4022430	752							
4021678	2029							
4019649	345							
4019304	804							
4018500	1926							
4016574	20							
4016554	2940							
4013614	874							
4012740	2477							
4010263	398							
4009865	223							
4009642	153							
4009489	1687							
4007802	1602							
4006200	1267							
4004933	758							
4004175	739							
4003436	191							
4003245	348							
4002897	493							
4002404	505							
4001899	302							
4001597	495							
4001102	1350							
3999752	194							
3999558	882							
3998676	1548							
3997128	1811							
3995317	138							
3995179	744							
3994435	417							
3994018	534							
3993484	2089							
3991395	3168							
3988227	350							
3987877	194							
3987683	792							
3986891	599							
3986292	1382							
3984910	659							
3984251	76							
3984175	1516							
3982659	1190							
3981469	2031							
3979438	1350							
3978088	1399							
3976689	910							
3975779	1080							
3974699	150							
3974549	413							
3974136	470							
3973666	340							
3973326	1070							
3972256	640							
3971616	529							
3971087	441							
3970646	406							
3970240	2540							
3967700	4152							
3963548	1213							
3962335	621							
3961714	681							
3961033	751							
3960282	2923							
3957359	438							
3956921	106							
3956815	1003							
3955812	151							
3955661	82							
3955579	358							
3955221	1729							
3953492	303							
3953189	43							
3953146	3292							
3949854	73							
3949781	437							
3949344	1322							
3948022	963							
3947059	957							
3946102	616							
3945486	1163							
3944323	2145							
3942178	2366							
3939812	282							
3939530	1544							
3937986	1139							
3936847	930							
3935917	1260							
3934657	542							
3934115	1111							
3933004	1381							
3931623	1145							
3930478	125							
3930353	1256							
3929097	3200							
3925897	287							
3925610	1598							
3924012	2007							
3922005	773							
3921232	563							
3920669	2092							
3918577	24							
3918553	2096							
3916457	53							
3916404	225							
3916179	53							
3916126	435							
3915691	1181							
3914510	199							
3914311	474							
3913837	1078							
3912759	1518							
3911241	326							
3910915	404							
3910511	237							
3910274	92							
3910182	1395							
3908787	844							
3907943	724							
3907219	390							
3906829	324							
3906505	1407							
3905098	2771							
3902327	1242							
3901085	2733							
3898352	781							
3897571	730							
3896841	210							
3896631	1281							
3895350	1231							
3894119	382							
3893737	1802							
3891935	1360							
3890575	172							
3890403	5957							
3884446	813							
3883633	334							
3883299	415							
3882884	330							
3882554	538							
3882016	1257							
3880759	466							
3880293	87							
3880206	561							
3879645	489							
3879156	2502							
3876654	4088							
3872566	241							
3872325	104							
3872221	12							
3872209	1839							
3870370	320							
3870050	4134							
3865916	962							
3864954	2017							
3862937	1561							
3861376	2986							
3858390	135							
3858255	37							
3858218	3148							
3855070	5255							
3849815	74							
3849741	69							
3849672	817							
3848855	985							
3847870	719							
3847151	1321							
3845830	1291							
3844539	48							
3844491	37							
3844454	1225							
3843229	63							
3843166	891							
3842275	85							
3842190	969							
3841221	998							
3840223	381							
3839842	2096							
3837746	1596							
3836150	476							
3835674	937							
3834737	1554							
3833183	809							
3832374	1557							
3830817	944							
3829873	2285							
3827588	2230							
3825358	1932							
3823426	138							
3823288	65							
3823223	634							
3822589	760							
3821829	251							
3821578	1415							
3820163	244							
3819919	751							
3819168	444							
3818724	1087							
3817637	356							
3817281	2629							
3814652	2275							
3812377	441							
3811936	2125							
3809811	276							
3809535	693							
3808842	108							
3808734	149							
3808585	692							
3807893	2083							
3805810	56							
3805754	792							
3804962	36							
3804926	495							
3804431	825							
3803606	110							
3803496	2478							
3801018	1448							
3799570	53							
3799517	3166							
3796351	318							
3796033	302							
3795731	2564							
3793167	235							
3792932	648							
3792284	466							
3791818	1079							
3790739	573							
3790166	2534							
3787632	300							
3787332	396							
3786936	468							
3786468	571							
3785897	1476							
3784421	625							
3783796	2125							
3781671	475							
3781196	256							
3780940	815							
3780125	196							
3779929	438							
3779491	2181							
3777310	478							
3776832	679							
3776153	737							
3775416	358							
3775058	107							
3774951	1803							
3773148	50							
3773098	1650							
3771448	1269							
3770179	773							
3769406	1213							
3768193	115							
3768078	310							
3767768	1176							
3766592	165							
3766427	1098							
3765329	733							
3764596	349							
3764247	266							
3763981	2207							
3761774	1042							
3760732	4302							
3756430	2560							
3753870	2972							
3750898	237							
3750661	674							
3749987	226							
3749761	112							
3749649	151							
3749498	247							
3749251	279							
3748972	619							
3748353	593							
3747760	1708							
3746052	2744							
3743308	2168							
3741140	30							
3741110	299							
3740811	642							
3740169	163							
3740006	636							
3739370	2922							
3736448	417							
3736031	600							
3735431	173							
3735258	156							
3735102	931							
3734171	490							
3733681	231							
3733450	2377							
3731073	2468							
3728605	943							
3727662	1675							
3725987	623							
3725364	281							
3725083	114							
3724969	1566							
3723403	256							
3723147	1037							
3722110	401							
3721709	1002							
3720707	76							
3720631	752							
3719879	2377							
3717502	189							
3717313	231							
3717082	2362							
3714720	987							
3713733	1635							
3712098	1597							
3710501	363							
3710138	72							
3710066	253							
3709813	1910							
3707903	51							
3707852	1000							
3706852	81							
3706771	16							
3706755	396							
3706359	1511							
3704848	719							
3704129	484							
3703645	5628							
3698017	1140							
3696877	849							
3696028	983							
3695045	1012							
3694033	341							
3693692	1035							
3692657	146							
3692511	119							
3692392	75							
3692317	1942							
3690375	392							
3689983	334							
3689649	966							
3688683	367							
3688316	334							
3687982	860							
3687122	17							
3687105	1956							
3685149	736							
3684413	1921							
3682492	2263							
3680229	429							
3679800	1052							
3678748	128							
3678620	306							
3678314	453							
3677861	1532							
3676329	96							
3676233	346							
3675887	1215							
3674672	258							
3674414	2804							
3671610	526							
3671084	746							
3670338	1947							
3668391	2203							
3666188	572							
3665616	240							
3665376	856							
3664520	630							
3663890	1524							
3662366	1387							
3660979	3046							
3657933	2622							
3655311	1503							
3653808	1326							
3652482	572							
3651910	402							
3651508	677							
3650831	50							
3650781	1643							
3649138	1							
3649137	379							
3648758	117							
3648641	2722							
3645919	699							
3645220	1698							
3643522	2045							
3641477	103							
3641374	1200							
3640174	938							
3639236	1042							
3638194	586							
3637608	208							
3637400	1320							
3636080	709							
3635371	647							
3634724	171							
3634553	169							
3634384	938							
3633446	258							
3633188	280							
3632908	783							
3632125	11							
3632114	287							
3631827	21							
3631806	3193							
3628613	119							
3628494	376							
3628118	1073							
3627045	1175							
3625870	911							
3624959	1149							
3623810	351							
3623459	889							
3622570	83							
3622487	2931							
3619556	102							
3619454	449							
3619005	177							
3618828	1850							
3616978	164							
3616814	1033							
3615781	267							
3615514	397							
3615117	3292							
3611825	695							
3611130	359							
3610771	1079							
3609692	378							
3609314	804							
3608510	476							
3608034	3							
3608031	1252							
3606779	662							
3606117	4259							
3601858	353							
3601505	1388							
3600117	793							
3599324	8							
3599316	840							
3598476	1677							
3596799	41							
3596758	838							
3595920	2942							
3592978	1332							
3591646	1576							
3590070	889							
3589181	991							
3588190	3582							
3584608	468							
3584140	148							
3583992	516							
3583476	600							
3582876	1069							
3581807	85							
3581722	782							
3580940	281							
3580659	1329							
3579330	1035							
3578295	1009							
3577286	1324							
3575962	577							
3575385	1989							
3573396	168							
3573228	977							
3572251	461							
3571790	290							
3571500	533							
3570967	1988							
3568979	575							
3568404	375							
3568029	1775							
3566254	1001							
3565253	2984							
3562269	439							
3561830	770							
3561060	2702							
3558358	1972							
3556386	393							
3555993	1654							
3554339	1614							
3552725	433							
3552292	825							
3551467	928							
3550539	1104							
3549435	119							
3549316	28							
3549288	631							
3548657	745							
3547912	413							
3547499	176							
3547323	2044							
3545279	931							
3544348	315							
3544033	927							
3543106	1542							
3541564	3268							
3538296	995							
3537301	448							
3536853	221							
3536632	408							
3536224	5							
3536219	451							
3535768	1345							
3534423	2421							
3532002	751							
3531251	792							
3530459	1							
3530458	1617							
3528841	95							
3528746	233							
3528513	312							
3528201	2930							
3525271	1942							
3523329	388							
3522941	1000							
3521941	372							
3521569	201							
3521368	2878							
3518490	2281							
3516209	2361							
3513848	734							
3513114	677							
3512437	328							
3512109	541							
3511568	449							
3511119	922							
3510197	509							
3509688	1892							
3507796	2239							
3505557	58							
3505499	1166							
3504333	1102							
3503231	412							
3502819	400							
3502419	113							
3502306	404							
3501902	2166							
3499736	1317							
3498419	15							
3498404	380							
3498024	711							
3497313	60							
3497253	48							
3497205	86							
3497119	1350							
3495769	540							
3495229	794							
3494435	1020							
3493415	284							
3493131	882							
3492249	243							
3492006	81							
3491925	45							
3491880	1156							
3490724	3491							
3487233	2239							
3484994	1553							
3483441	722							
3482719	265							
3482454	826							
3481628	1073							
3480555	556							
3479999	3276							
3476723	555							
3476168	151							
3476017	1357							
3474660	163							
3474497	46							
3474451	278							
3474173	124							
3474049	2698							
3471351	532							
3470819	1702							
3469117	2655							
3466462	196							
3466266	895							
3465371	4289							
3461082	1398							
3459684	45							
3459639	21							
3459618	725							
3458893	288							
3458605	201							
3458404	931							
3457473	1197							
3456276	1429							
3454847	210							
3454637	2279							
3452358	1382							
3450976	769							
3450207	703							
3449504	1519							
3447985	49							
3447936	319							
3447617	1597							
3446020	9608							
3436412	1296							
3435116	250							
3434866	724							
3434142	193							
3433949	1782							
3432167	452							
3431715	163							
3431552	893							
3430659	399							
3430260	996							
3429264	694							
3428570	125							
3428445	1588							
3426857	1253							
3425604	527							
3425077	183							
3424894	1065							
3423829	1159							
3422670	845							
3421825	75							
3421750	2412							
3419338	1569							
3417769	2079							
3415690	743							
3414947	2465							
3412482	1226							
3411256	785							
3410471	747							
3409724	1675							
3408049	1389							
3406660	364							
3406296	235							
3406061	232							
3405829	2237							
3403592	473							
3403119	338							
3402781	1603							
3401178	2558							
3398620	1864							
3396756	570							
3396186	39							
3396147	162							
3395985	260							
3395725	370							
3395355	2921							
3392434	262							
3392172	195							
3391977	1132							
3390845	209							
3390636	1613							
3389023	157							
3388866	1301							
3387565	739							
3386826	125							
3386701	641							
3386060	1340							
3384720	496							
3384224	4880							
3379344	443							
3378901	205							
3378696	134							
3378562	60							
3378502	2785							
3375717	972							
3374745	270							
3374475	1039							
3373436	434							
3373002	209							
3372793	2822							
3369971	11							
3369960	231							
3369729	1026							
3368703	722							
3367981	2402							
3365579	501							
3365078	1942							
3363136	1429							
3361707	222							
3361485	69							
3361416	1531							
3359885	48							
3359837	202							
3359635	1288							
3358347	1131							
3357216	1584							
3355632	1284							
3354348	342							
3354006	419							
3353587	3799							
3349788	964							
3348824	1294							
3347530	1179							
3346351	1643							
3344708	322							
3344386	67							
3344319	317							
3344002	3591							
3340411	12							
3340399	215							
3340184	1826							
3338358	627							
3337731	132							
3337599	565							
3337034	2086							
3334948	277							
3334671	1221							
3333450	1354							
3332096	538							
3331558	2436							
3329122	3188							
3325934	1114							
3324820	38							
3324782	4683							
3320099	50							
3320049	570							
3319479	926							
3318553	663							
3317890	1019							
3316871	862							
3316009	559							
3315450	1934							
3313516	696							
3312820	3304							
3309516	79							
3309437	100							
3309337	2079							
3307258	1881							
3305377	833							
3304544	334							
3304210	2099							
3302111	2293							
3299818	1220							
3298598	735							
3297863	2485							
3295378	840							
3294538	655							
3293883	503							
3293380	1803							
3291577	380							
3291197	57							
3291140	2860							
3288280	233							
3288047	133							
3287914	1724							
3286190	184							
3286006	44							
3285962	606							
3285356	50							
3285306	1786							
3283520	28							
3283492	685							
3282807	1056							
3281751	33							
3281718	207							
3281511	1250							
3280261	464							
3279797	505							
3279292	80							
3279212	2315							
3276897	342							
3276555	1842							
3274713	2001							
3272712	3806							
3268906	1161							
3267745	642							
3267103	96							
3267007	490							
3266517	1497							
3265020	303							
3264717	2069							
3262648	331							
3262317	1340							
3260977	1225							
3259752	74							
3259678	1591							
3258087	152							
3257935	2319							
3255616	83							
3255533	1879							
3253654	1491							
3252163	500							
3251663	563							
3251100	302							
3250798	335							
3250463	2895							
3247568	2984							
3244584	340							
3244244	381							
3243863	2162							
3241701	2561							
3239140	45							
3239095	554							
3238541	55							
3238486	210							
3238276	3529							
3234747	2013							
3232734	4231							
3228503	2235							
3226268	2283							
3223985	992							
3222993	33							
3222960	751							
3222209	247							
3221962	70							
3221892	1340							
3220552	1530							
3219022	88							
3218934	432							
3218502	1823							
3216679	83							
3216596	381							
3216215	3621							
3212594	138							
3212456	1891							
3210565	1513							
3209052	1369							
3207683	870							
3206813	3545							
3203268	863							
3202405	2040							
3200365	234							
3200131	800							
3199331	2814							
3196517	157							
3196360	38							
3196322	5							
3196317	1383							
3194934	1320							
3193614	258							
3193356	3638							
3189718	1723							
3187995	221							
3187774	48							
3187726	808							
3186918	413							
3186505	860							
3185645	682							
3184963	3405							
3181558	579							
3180979	212							
3180767	285							
3180482	1394							
3179088	816							
3178272	1626							
3176646	150							
3176496	256							
3176240	1779							
3174461	231							
3174230	349							
3173881	2952							
3170929	2416							
3168513	4428							
3164085	1628							
3162457	4466							
3157991	845							
3157146	1038							
3156108	0							
3156108	166							
3155942	1498							
3154444	1							
3154443	3035							
3151408	1668							
3149740	40							
3149700	728							
3148972	426							
3148546	3922							
3144624	2104							
3142520	1090							
3141430	96							
3141334	1464							
3139870	1401							
3138469	203							
3138266	213							
3138053	136							
3137917	79							
3137838	1848							
3135990	533							
3135457	2536							
3132921	375							
3132546	566							
3131980	2419							
3129561	266							
3129295	408							
3128887	1037							
3127850	385							
3127465	1671							
3125794	679							
3125115	122							
3124993	885							
3124108	941							
3123167	1718							
3121449	506							
3120943	7							
3120936	3047							
3117889	143							
3117746	1514							
3116232	2206							
3114026	197							
3113829	520							
3113309	880							
3112429	916							
3111513	1787							
3109726	1143							
3108583	626							
3107957	276							
3107681	3436							
3104245	736							
3103509	1693							
3101816	94							
3101722	795							
3100927	1162							
3099765	610							
3099155	527							
3098628	531							
3098097	137							
3097960	1171							
3096789	788							
3096001	985							
3095016	1106							
3093910	4922							
3088988	1363							
3087625	1618							
3086007	1							
3086006	103							
3085903	349							
3085554	75							
3085479	1173							
3084306	944							
3083362	357							
3083005	1015							
3081990	914							
3081076	474							
3080602	38							
3080564	2596							
3077968	976							
3076992	2766							
3074226	1583							
3072643	1933							
3070710	334							
3070376	2307							
3068069	26							
3068043	673							
3067370	475							
3066895	1107							
3065788	2989							
3062799	897							
3061902	1997							
3059905	139							
3059766	845							
3058921	418							
3058503	482							
3058021	2053							
3055968	360							
3055608	449							
3055159	385							
3054774	2199							
3052575	1411							
3051164	1089							
3050075	225							
3049850	60							
3049790	146							
3049644	2037							
3047607	3600							
3044007	1207							
3042800	212							
3042588	1250							
3041338	381							
3040957	506							
3040451	804							
3039647	1238							
3038409	48							
3038361	1057							
3037304	33							
3037271	176							
3037095	1438							
3035657	1052							
3034605	395							
3034210	1759							
3032451	3422							
3029029	752							
3028277	75							
3028202	327							
3027875	50							
3027825	3689							
3024136	468							
3023668	1645							
3022023	1877							
3020146	1289							
3018857	2803							
3016054	1082							
3014972	2911							
3012061	121							
3011940	798							
3011142	396							
3010746	1344							
3009402	1688							
3007714	1338							
3006376	1284							
3005092	402							
3004690	145							
3004545	207							
3004338	198							
3004140	636							
3003504	451							
3003053	295							
3002758	1434							
3001324	752							
3000572	211							
3000361	756							
2999605	773							
2998832	2853							
2995979	3549							
2992430	5293							
2987137	2109							
2985028	381							
2984647	255							
2984392	309							
2984083	2077							
2982006	375							
2981631	3116							
2978515	1772							
2976743	1722							
2975021	548							
2974473	1222							
2973251	116							
2973135	1028							
2972107	1072							
2971035	664							
2970371	598							
2969773	801							
2968972	544							
2968428	767							
2967661	418							
2967243	1629							
2965614	572							
2965042	860							
2964182	41							
2964141	81							
2964060	565							
2963495	654							
2962841	341							
2962500	2501							
2959999	1949							
2958050	1439							
2956611	3217							
2953394	1428							
2951966	1021							
2950945	910							
2950035	61							
2949974	539							
2949435	338							
2949097	250							
2948847	20							
2948827	467							
2948360	20							
2948340	1067							
2947273	101							
2947172	2496							
2944676	334							
2944342	935							
2943407	192							
2943215	105							
2943110	281							
2942829	1736							
2941093	241							
2940852	67							
2940785	643							
2940142	2256							
2937886	1247							
2936639	653							
2935986	212							
2935774	1435							
2934339	808							
2933531	307							
2933224	685							
2932539	582							
2931957	1987							
2929970	323							
2929647	2725							
2926922	1290							
2925632	1945							
2923687	1220							
2922467	153							
2922314	616							
2921698	6050							
2915648	2503							
2913145	279							
2912866	537							
2912329	2906							
2909423	149							
2909274	1153							
2908121	3573							
2904548	817							
2903731	205							
2903526	103							
2903423	2820							
2900603	1513							
2899090	1320							
2897770	302							
2897468	1850							
2895618	1098							
2894520	737							
2893783	639							
2893144	32							
2893112	563							
2892549	266							
2892283	752							
2891531	34							
2891497	921							
2890576	2522							
2888054	568							
2887486	2129							
2885357	778							
2884579	1400							
2883179	134							
2883045	15							
2883030	3340							
2879690	11							
2879679	1142							
2878537	403							
2878134	858							
2877276	94							
2877182	614							
2876568	255							
2876313	144							
2876169	4256							
2871913	1438							
2870475	680							
2869795	900							
2868895	596							
2868299	375							
2867924	1077							
2866847	1055							
2865792	527							
2865265	744							
2864521	889							
2863632	3353							
2860279	164							
2860115	2164							
2857951	36							
2857915	402							
2857513	439							
2857074	624							
2856450	280							
2856170	534							
2855636	890							
2854746	199							
2854547	669							
2853878	47							
2853831	2432							
2851399	431							
2850968	360							
2850608	2097							
2848511	2739							
2845772	128							
2845644	1048							
2844596	83							
2844513	135							
2844378	1041							
2843337	950							
2842387	1365							
2841022	298							
2840724	473							
2840251	2090							
2838161	165							
2837996	981							
2837015	698							
2836317	818							
2835499	293							
2835206	690							
2834516	3107							
2831409	19							
2831390	47							
2831343	1220							
2830123	1010							
2829113	202							
2828911	945							
2827966	855							
2827111	689							
2826422	122							
2826300	234							
2826066	88							
2825978	968							
2825010	1658							
2823352	823							
2822529	192							
2822337	343							
2821994	1413							
2820581	726							
2819855	656							
2819199	812							
2818387	143							
2818244	731							
2817513	782							
2816731	156							
2816575	654							
2815921	1092							
2814829	38							
2814791	2687							
2812104	38							
2812066	1479							
2810587	502							
2810085	2444							
2807641	2937							
2804704	3832							
2800872	4586							
2796286	803							
2795483	2431							
2793052	682							
2792370	663							
2791707	82							
2791625	1855							
2789770	376							
2789394	863							
2788531	3641							
2784890	1367							
2783523	886							
2782637	52							
2782585	82							
2782503	1100							
2781403	717							
2780686	62							
2780624	1302							
2779322	219							
2779103	540							
2778563	1336							
2777227	369							
2776858	2740							
2774118	476							
2773642	1791							
2771851	631							
2771220	1061							
2770159	661							
2769498	282							
2769216	557							
2768659	704							
2767955	3619							
2764336	3284							
2761052	600							
2760452	16							
2760436	264							
2760172	2410							
2757762	1646							
2756116	842							
2755274	210							
2755064	554							
2754510	160							
2754350	471							
2753879	579							
2753300	84							
2753216	4252							
2748964	227							
2748737	2502							
2746235	569							
2745666	870							
2744796	768							
2744028	715							
2743313	137							
2743176	236							
2742940	886							
2742054	247							
2741807	759							
2741048	1752							
2739296	187							
2739109	1247							
2737862	893							
2736969	917							
2736052	97							
2735955	869							
2735086	1088							
2733998	1861							
2732137	3551							
2728586	1467							
2727119	1114							
2726005	1563							
2724442	112							
2724330	2							
2724328	358							
2723970	121							
2723849	2046							
2721803	1243							
2720560	243							
2720317	72							
2720245	1091							
2719154	51							
2719103	395							
2718708	1140							
2717568	1053							
2716515	1537							
2714978	2439							
2712539	312							
2712227	359							
2711868	299							
2711569	904							
2710665	1248							
2709417	909							
2708508	5144							
2703364	2240							
2701124	1403							
2699721	1665							
2698056	646							
2697410	1141							
2696269	460							
2695809	689							
2695120	1433							
2693687	1806							
2691881	213							
2691668	416							
2691252	154							
2691098	442							
2690656	445							
2690211	94							
2690117	3501							
2686616	1077							
2685539	33							
2685506	669							
2684837	367							
2684470	1140							
2683330	1752							
2681578	350							
2681228	153							
2681075	796							
2680279	3236							
2677043	2190							
2674853	731							
2674122	1503							
2672619	546							
2672073	18							
2672055	592							
2671463	561							
2670902	147							
2670755	1673							
2669082	763							
2668319	1644							
2666675	658							
2666017	164							
2665853	1412							
2664441	4602							
2659839	1159							
2658680	385							
2658295	232							
2658063	67							
2657996	918							
2657078	552							
2656526	523							
2656003	242							
2655761	118							
2655643	133							
2655510	2159							
2653351	2261							
2651090	708							
2650382	725							
2649657	923							
2648734	925							
2647809	2283							
2645526	2574							
2642952	350							
2642602	854							
2641748	15							
2641733	384							
2641349	124							
2641225	81							
2641144	190							
2640954	1686							
2639268	935							
2638333	5304							
2633029	362							
2632667	601							
2632066	341							
2631725	64							
2631661	523							
2631138	1444							
2629694	745							
2628949	1149							
2627800	2060							
2625740	2233							
2623507	791							
2622716	1602							
2621114	1027							
2620087	232							
2619855	1459							
2618396	1059							
2617337	1972							
2615365	159							
2615206	2495							
2612711	739							
2611972	316							
2611656	1407							
2610249	302							
2609947	373							
2609574	522							
2609052	444							
2608608	879							
2607729	878							
2606851	1243							
2605608	1147							
2604461	595							
2603866	517							
2603349	415							
2602934	585							
2602349	231							
2602118	671							
2601447	451							
2600996	3180							
2597816	594							
2597222	1400							
2595822	1049							
2594773	967							
2593806	1041							
2592765	276							
2592489	223							
2592266	786							
2591480	15							
2591465	509							
2590956	358							
2590598	845							
2589753	71							
2589682	98							
2589584	626							
2588958	463							
2588495	732							
2587763	493							
2587270	463							
2586807	32							
2586775	1407							
2585368	1847							
2583521	840							
2582681	654							
2582027	48							
2581979	3274							
2578705	1							
2578704	160							
2578544	1585							
2576959	918							
2576041	363							
2575678	310							
2575368	2980							
2572388	3053							
2569335	815							
2568520	620							
2567900	1284							
2566616	111							
2566505	236							
2566269	107							
2566162	1257							
2564905	1663							
2563242	567							
2562675	114							
2562561	2102							
2560459	383							
2560076	357							
2559719	2029							
2557690	199							
2557491	166							
2557325	457							
2556868	1319							
2555549	412							
2555137	2196							
2552941	186							
2552755	514							
2552241	218							
2552023	2357							
2549666	208							
2549458	296							
2549162	257							
2548905	261							
2548644	478							
2548166	1557							
2546609	1089							
2545520	163							
2545357	1478							
2543879	470							
2543409	2393							
2541016	1093							
2539923	2463							
2537460	2927							
2534533	758							
2533775	163							
2533612	3316							
2530296	259							
2530037	832							
2529205	201							
2529004	704							
2528300	386							
2527914	758							
2527156	1602							
2525554	1707							
2523847	842							
2523005	745							
2522260	2051							
2520209	402							
2519807	810							
2518997	1057							
2517940	1208							
2516732	696							
2516036	32							
2516004	474							
2515530	1093							
2514437	1963							
2512474	2337							
2510137	700							
2509437	28							
2509409	1349							
2508060	1111							
2506949	1103							
2505846	2600							
2503246	49							
2503197	375							
2502822	350							
2502472	3186							
2499286	1221							
2498065	2055							
2496010	2363							
2493647	1092							
2492555	230							
2492325	829							
2491496	674							
2490822	157							
2490665	1243							
2489422	543							
2488879	229							
2488650	637							
2488013	1539							
2486474	478							
2485996	613							
2485383	13							
2485370	231							
2485139	621							
2484518	173							
2484345	1387							
2482958	1095							
2481863	1335							
2480528	42							
2480486	600							
2479886	1464							
2478422	4105							
2474317	543							
2473774	502							
2473272	2707							
2470565	1275							
2469290	220							
2469070	809							
2468261	734							
2467527	507							
2467020	629							
2466391	394							
2465997	40							
2465957	691							
2465266	3349							
2461917	108							
2461809	565							
2461244	119							
2461125	1199							
2459926	1026							
2458900	244							
2458656	2875							
2455781	2840							
2452941	324							
2452617	64							
2452553	1246							
2451307	141							
2451166	988							
2450178	682							
2449496	1096							
2448400	37							
2448363	1738							
2446625	1125							
2445500	818							
2444682	1368							
2443314	151							
2443163	429							
2442734	358							
2442376	161							
2442215	143							
2442072	734							
2441338	365							
2440973	1443							
2439530	2880							
2436650	1476							
2435174	559							
2434615	747							
2433868	260							
2433608	35							
2433573	1669							
2431904	2079							
2429825	83							
2429742	2065							
2427677	493							
2427184	554							
2426630	69							
2426561	403							
2426158	42							
2426116	753							
2425363	752							
2424611	445							
2424166	620							
2423546	976							
2422570	2068							
2420502	3048							
2417454	322							
2417132	2614							
2414518	1729							
2412789	3898							
2408891	19							
2408872	3083							
2405789	854							
2404935	529							
2404406	288							
2404118	311							
2403807	595							
2403212	28							
2403184	2185							
2400999	894							
2400105	726							
2399379	2089							
2397290	659							
2396631	4044							
2392587	2195							
2390392	638							
2389754	748							
2389006	587							
2388419	1041							
2387378	80							
2387298	1709							
2385589	4664							
2380925	1842							
2379083	3728							
2375355	557							
2374798	370							
2374428	1258							
2373170	262							
2372908	1738							
2371170	596							
2370574	1505							
2369069	1920							
2367149	713							
2366436	3709							
2362727	1736							
2360991	97							
2360894	115							
2360779	98							
2360681	2288							
2358393	1305							
2357088	58							
2357030	138							
2356892	1396							
2355496	2085							
2353411	1264							
2352147	38							
2352109	1729							
2350380	3739							
2346641	516							
2346125	1008							
2345117	190							
2344927	231							
2344696	36							
2344660	19							
2344641	314							
2344327	358							
2343969	600							
2343369	325							
2343044	1329							
2341715	2169							
2339546	923							
2338623	668							
2337955	1066							
2336889	223							
2336666	1741							
2334925	327							
2334598	322							
2334276	164							
2334112	1657							
2332455	140							
2332315	693							
2331622	1231							
2330391	872							
2329519	1164							
2328355	258							
2328097	686							
2327411	562							
2326849	2483							
2324366	679							
2323687	3224							
2320463	174							
2320289	2051							
2318238	881							
2317357	711							
2316646	2689							
2313957	347							
2313610	346							
2313264	1046							
2312218	637							
2311581	1489							
2310092	268							
2309824	30							
2309794	1116							
2308678	347							
2308331	339							
2307992	275							
2307717	1235							
2306482	1079							
2305403	1898							
2303505	4118							
2299387	1234							
2298153	620							
2297533	210							
2297323	14							
2297309	2596							
2294713	106							
2294607	239							
2294368	987							
2293381	586							
2292795	499							
2292296	303							
2291993	379							
2291614	909							
2290705	1351							
2289354	2578							
2286776	872							
2285904	761							
2285143	749							
2284394	453							
2283941	740							
2283201	2259							
